ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
347,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
348,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","46,95","81,48",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
349,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,45","19,49",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
350,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
351,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
352,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,53","82,12",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
353,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,56","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
354,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
355,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,54","0,00","95,04","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
356,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,53","81,51",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
357,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
358,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,78","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
359,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
360,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","47,24","81,42",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
361,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,64","0,00","97,67","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
362,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,62","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
363,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
364,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,32","82,35",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
365,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
366,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
367,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
368,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,25","81,43",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
369,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,81","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
370,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
371,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,14","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
372,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,34","82,16",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
373,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,64","0,00","97,60","19,52",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
374,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
375,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
376,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,67","82,21",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
377,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
378,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
379,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
380,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,56","82,16",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
381,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
382,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
383,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,25","19,04",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
384,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,09","0,00","47,36","82,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
385,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
386,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
387,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,12","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
388,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,61","82,01",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
389,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
390,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
391,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
392,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,24","81,83",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
393,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,52","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
394,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,27","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
395,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
396,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,28","82,72",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
397,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
398,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","95,10","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
399,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
400,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,68","81,81",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
401,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
402,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,14","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
403,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
404,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,28","82,34",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
405,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,02","0,00","97,48","19,49",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
406,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,27","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
407,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,87","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
408,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,31","0,00","47,18","82,67",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
409,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
410,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
411,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
412,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,11","81,42",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
413,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
414,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
415,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
416,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,16","80,98",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
417,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
418,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
419,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,30","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
420,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,24","81,75",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
421,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
422,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
423,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
424,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,21","81,89",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
425,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
426,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
427,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
428,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,48","82,30",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
429,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
430,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
431,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
432,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,68","81,83",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
433,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
434,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
435,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
436,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,02","81,98",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
437,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
438,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
439,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,47","0,00","95,10","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
440,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,63","81,80",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
441,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
442,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
443,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","95,10","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
444,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,08","0,00","47,41","81,33",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
445,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
446,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
447,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
448,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,82","82,43",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
449,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
450,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
451,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,13","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
452,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,35","81,85",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
453,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,64","0,00","97,65","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
454,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,86","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
455,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
456,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,06","0,00","47,33","82,26",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
457,0.00,encode_blocks_kernel,encode_blocks_kernel..,"549,95","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
458,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
459,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,24","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
460,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,12","0,00","47,25","82,67",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
461,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,53","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
462,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
463,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,84","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
464,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,24","81,62",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
465,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
466,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
467,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
468,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,69","81,96",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
469,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,82","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
470,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,78","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
471,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
472,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,47","81,56",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
473,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
474,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
475,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
476,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","46,96","81,84",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
477,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,82","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
478,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
479,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
480,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,20","82,01",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
481,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,45","0,00","97,57","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
482,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
483,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
484,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,49","81,82",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
485,0.00,encode_blocks_kernel,encode_blocks_kernel..,"551,84","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
486,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
487,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
488,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,25","0,00","47,35","82,00",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
489,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,34","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
490,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,18","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
491,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
492,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,04","81,01",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
493,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
494,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,16","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
495,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
496,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,92","0,00","47,46","81,52",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
497,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,06","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
498,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,80","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
499,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
500,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,00","82,38",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
501,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,77","19,55",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
502,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
503,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
504,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,18","81,77",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
505,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
506,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,27","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
507,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
508,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,44","82,12",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
509,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
510,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
511,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
512,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,05","0,00","47,56","82,21",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
513,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
514,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
515,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
516,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,48","81,54",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
517,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,56","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
518,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
519,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
520,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,36","82,27",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
