ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
521,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
522,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
523,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
524,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,44","81,62",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
525,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
526,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,76","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
527,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
528,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,58","82,27",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
529,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
530,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
531,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
532,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","47,27","82,31",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
533,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,02","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
534,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
535,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
536,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","46,91","82,54",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
537,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,52","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
538,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
539,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
540,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,56","82,48",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
541,0.00,encode_blocks_kernel,encode_blocks_kernel..,"551,97","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
542,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
543,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
544,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,69","82,41",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
545,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
546,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
547,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
548,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,47","82,19",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
549,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
550,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
551,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
552,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,25","0,00","47,07","82,56",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
553,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
554,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,87","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
555,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
556,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,04","82,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
557,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
558,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
559,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","95,12","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
560,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,13","82,24",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
561,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,80","0,00","97,67","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
562,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
563,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
564,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,21","81,85",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
565,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,58","0,00","97,67","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
566,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
567,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,20","19,03",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
568,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,43","82,02",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
569,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
570,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","95,04","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
571,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
572,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,92","0,00","47,04","81,47",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
573,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,43","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
574,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
575,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
576,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,61","81,42",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
577,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
578,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,18","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
579,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
580,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","47,50","81,22",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
581,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
582,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
583,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,74","18,93",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
584,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,21","0,00","47,22","81,66",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
585,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
586,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
587,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
588,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,32","82,14",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
589,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,54","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
590,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
591,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
592,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,62","82,47",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
593,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
594,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
595,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
596,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,68","82,54",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
597,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
598,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
599,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,77","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
600,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,30","82,29",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
601,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
602,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
603,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
604,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,22","0,00","47,26","82,17",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
605,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
606,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
607,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,12","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
608,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,57","81,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
609,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
610,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
611,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,83","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
612,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,47","81,88",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
613,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
614,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
615,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
616,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,25","0,00","47,08","82,52",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
617,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
618,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
619,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
620,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,15","0,00","47,16","82,16",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
621,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
622,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
623,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,43","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
624,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,33","82,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
625,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
626,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
627,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
628,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","46,90","81,98",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
629,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,02","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
630,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
631,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
632,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,27","81,79",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
633,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
634,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
635,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
636,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,54","81,44",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
637,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
638,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
639,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
640,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,09","82,70",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
641,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
642,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
643,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
644,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,33","81,25",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
645,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,13","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
646,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
647,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
648,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,17","82,02",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
649,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
650,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,80","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
651,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,82","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
652,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,54","81,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
653,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
654,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
655,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
656,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,51","82,12",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
657,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
658,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
659,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
660,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,16","82,12",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
661,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
662,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
663,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
664,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,24","82,36",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
665,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,54","0,00","97,48","19,49",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
666,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
667,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,04","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
